region,device_RAM,device_storage,new_price_dollars,device_category,condition_category,months_used,tradein_value_dollars
South East and Delta,4,128,120.67,group6_transsion,good,3,50.681400000000004
Lagos Mainland,4,64,131.0,group6_transsion,good,27,28.819999999999997
South East and Delta,4,128,297.16,group6_transsion,good,12,124.80720000000002
FCT & Environs,6,128,395.18,group4_samsung_midrange,fair,24,118.55400000000002
FCT & Environs,3,32,135.0,group5_samsung_lowend,fair,53,13.499999999999996
Lagos Mainland,3,64,102.86,group6_transsion,good,13,30.858000000000004
West,6,128,259.17,group7_others,good,25,57.017399999999995
South South,2,32,87.34,group6_transsion,good,35,19.214799999999997
South South,4,128,200.0,group5_samsung_lowend,excellent,11,89.99999999999999
Lagos Mainland,8,128,119.65,group7_others,good,12,50.25300000000001
FCT & Environs,4,128,297.16,group6_transsion,good,12,124.80720000000002
South East and Delta,8,128,220.61,group6_transsion,excellent,22,70.59519999999999
South South,2,64,106.63,group6_transsion,excellent,17,34.121599999999994
Lagos Mainland,2,32,96.43,group7_others,good,45,14.464500000000003
South East and Delta,2,32,96.52,group6_transsion,good,26,21.234399999999997
Lagos Mainland,2,32,97.71,group6_transsion,excellent,19,31.267199999999992
South South,12,256,1199.99,group2_samsung_premium,fair,12,563.9952999999999
South East and Delta,4,64,131.73,group6_transsion,excellent,33,34.2498
Lagos Mainland,4,128,131.75,group6_transsion,good,28,28.984999999999996
Lagos Mainland,2,32,97.71,group6_transsion,good,19,29.313000000000002
South East and Delta,6,128,599.0,group3_samsung_highend,fair,44,95.84000000000002
West,4,64,125.7,group6_transsion,good,28,27.653999999999996
Lagos Mainland,4,64,159.0,group5_samsung_lowend,good,37,23.850000000000005
Lagos Mainland,4,64,190.0,group5_samsung_lowend,good,40,28.500000000000004
South East and Delta,8,256,151.1,group7_others,good,4,63.462
South South,4,64,174.9,group7_others,good,18,52.470000000000006
West,4,128,107.57,group5_samsung_lowend,good,5,45.1794
South South,8,256,194.98,group6_transsion,excellent,3,87.74099999999999
Lagos Mainland,4,128,200.0,group5_samsung_lowend,good,11,84.00000000000001
Lagos Mainland,8,256,534.14,group3_samsung_highend,good,24,197.6318
FCT & Environs,4,64,185.0,group5_samsung_lowend,good,11,77.7
West,6,128,196.0,group5_samsung_lowend,excellent,40,35.28000000000001
South East and Delta,6,128,177.94,group7_others,good,2,74.7348
South East and Delta,8,256,270.81,group6_transsion,good,10,113.74020000000002
South East and Delta,4,128,297.16,group6_transsion,good,12,124.80720000000002
West,2,64,136.25,group6_transsion,good,24,40.87500000000001
Lagos Mainland,2,32,76.28,group7_others,good,14,22.884000000000004
Lagos Mainland,4,64,165.29,group6_transsion,good,27,36.36379999999999
South South,3,64,108.4,group6_transsion,good,43,16.26
West,2,64,106.63,group6_transsion,excellent,17,34.121599999999994
Lagos Mainland,6,128,421.74,group4_samsung_midrange,good,24,139.17419999999998
Lagos Island,8,256,584.0,group3_samsung_highend,good,11,297.84000000000003
Lagos Island,4,128,126.63,group6_transsion,good,3,53.1846
West,4,64,131.0,group6_transsion,excellent,27,34.06
Lagos Mainland,2,32,95.21,group6_transsion,good,34,20.946199999999997
Lagos Island,2,64,136.25,group6_transsion,good,25,29.974999999999998
South South,12,256,1799.0,group2_samsung_premium,good,31,521.71
South East and Delta,4,64,119.58,group6_transsion,excellent,38,21.524400000000007
FCT & Environs,4,128,126.63,group6_transsion,excellent,3,56.98349999999999
West,4,64,123.66,group6_transsion,excellent,21,39.57119999999999
North,4,64,73.57,group7_others,good,18,22.071
South South,8,256,240.0,group7_others,excellent,16,76.79999999999998
Lagos Mainland,2,32,80.69,group6_transsion,good,28,17.751799999999996
Lagos Mainland,4,64,119.58,group6_transsion,excellent,17,38.26559999999999
South East and Delta,2,32,70.78,group7_others,good,11,29.727600000000002
Lagos Mainland,2,32,68.55,group7_others,good,13,20.565
Lagos Mainland,2,32,89.93,group6_transsion,excellent,29,23.381800000000002
FCT & Environs,8,128,258.96,group7_others,good,18,77.688
South East and Delta,4,64,156.31,group7_others,excellent,17,50.01919999999999
FCT & Environs,8,128,220.46,group7_others,fair,49,22.045999999999996
South South,8,256,270.81,group6_transsion,excellent,10,121.86449999999999
South East and Delta,2,64,102.87,group6_transsion,excellent,11,46.2915
South South,4,64,67.48,group7_others,good,2,28.341600000000003
West,4,64,123.66,group6_transsion,excellent,21,39.57119999999999
South East and Delta,2,32,76.25,group7_others,good,13,22.875000000000004
South East and Delta,8,128,316.84,group7_others,good,38,47.526
South South,6,128,276.0,group4_samsung_midrange,good,11,129.72
Lagos Mainland,2,32,76.28,group7_others,good,14,22.884000000000004
South East and Delta,3,64,102.86,group6_transsion,excellent,13,32.91519999999999
South South,3,64,71.0,group6_transsion,excellent,4,31.949999999999996
South South,4,128,191.3,group5_samsung_lowend,excellent,19,61.215999999999994
Lagos Island,4,64,156.31,group7_others,good,18,46.89300000000001
Lagos Mainland,2,32,62.74,group6_transsion,good,22,18.822000000000003
Lagos Mainland,2,64,106.63,group6_transsion,good,17,31.989000000000004
South East and Delta,2,32,83.83,group6_transsion,excellent,29,21.7958
South East and Delta,2,64,106.63,group6_transsion,good,17,31.989000000000004
FCT & Environs,2,64,95.24,group6_transsion,good,11,40.0008
Lagos Mainland,8,256,313.7,group7_others,good,10,131.75400000000002
South East and Delta,4,64,129.7,group6_transsion,excellent,20,41.50399999999999
South East and Delta,4,128,200.0,group5_samsung_lowend,good,11,84.00000000000001
Lagos Mainland,8,128,196.05,group6_transsion,good,28,43.131
West,8,128,154.24,group6_transsion,excellent,12,69.408
FCT & Environs,2,32,87.34,group6_transsion,good,35,19.214799999999997
South South,4,128,155.59,group6_transsion,good,32,34.2298
South South,4,64,165.29,group6_transsion,good,27,36.36379999999999
South East and Delta,2,32,83.83,group6_transsion,good,29,18.4426
West,8,128,141.09,group6_transsion,excellent,12,63.4905
Lagos Mainland,12,512,1200.0,group2_samsung_premium,good,13,444.0
FCT & Environs,4,64,215.0,group4_samsung_midrange,good,24,70.94999999999999
South East and Delta,4,128,131.75,group6_transsion,good,28,28.984999999999996
South East and Delta,3,64,106.9,group6_transsion,good,13,32.07000000000001
South East and Delta,4,128,849.0,group1_apple,good,41,212.25
South East and Delta,8,256,584.0,group3_samsung_highend,good,12,297.84000000000003
Lagos Mainland,4,64,123.66,group6_transsion,good,22,37.098000000000006
South South,8,128,258.96,group7_others,good,18,77.688
North,2,64,102.87,group6_transsion,good,11,43.205400000000004
Lagos Island,4,128,191.6,group5_samsung_lowend,good,24,57.480000000000004
FCT & Environs,8,256,287.43,group6_transsion,good,4,120.72060000000002
Lagos Mainland,3,64,102.86,group6_transsion,good,13,30.858000000000004
South South,4,64,122.16,group6_transsion,good,23,36.648
North,8,256,236.9,group6_transsion,excellent,3,106.60499999999999
South East and Delta,8,256,1059.0,group2_samsung_premium,excellent,19,423.6
South East and Delta,4,64,190.0,group5_samsung_lowend,good,40,28.500000000000004
West,4,128,126.63,group6_transsion,excellent,3,56.98349999999999
South South,4,64,165.29,group6_transsion,excellent,27,42.9754
FCT & Environs,4,128,200.0,group5_samsung_lowend,good,12,84.00000000000001
South East and Delta,2,32,37.63,group7_others,excellent,20,12.041599999999999
FCT & Environs,4,128,191.6,group5_samsung_lowend,fair,24,53.648
South East and Delta,4,64,185.0,group5_samsung_lowend,good,12,77.7
FCT & Environs,4,64,190.0,group5_samsung_lowend,good,40,28.500000000000004
South East and Delta,2,32,95.21,group6_transsion,excellent,34,24.7546
Lagos Mainland,4,128,189.0,group6_transsion,good,29,41.58
Lagos Mainland,3,64,96.05,group7_others,excellent,0,43.2225
South East and Delta,2,64,106.63,group6_transsion,excellent,18,34.121599999999994
South South,4,64,116.88,group6_transsion,excellent,35,30.3888
South East and Delta,4,128,289.0,group4_samsung_midrange,good,25,72.25
FCT & Environs,3,64,125.37,group7_others,good,17,37.611000000000004
South South,2,64,136.25,group6_transsion,good,25,29.974999999999998
South East and Delta,4,64,190.0,group5_samsung_lowend,good,40,28.500000000000004
South East and Delta,8,256,849.0,group3_samsung_highend,excellent,38,186.77999999999997
FCT & Environs,8,256,262.19,group6_transsion,good,20,78.65700000000001
South South,4,128,131.11,group7_others,excellent,14,41.9552
FCT & Environs,2,64,106.63,group6_transsion,excellent,18,34.121599999999994
West,4,128,133.41,group7_others,excellent,6,60.034499999999994
South South,4,64,123.66,group6_transsion,good,22,37.098000000000006
South East and Delta,3,64,131.76,group6_transsion,excellent,19,42.16319999999999
South South,4,128,131.11,group7_others,good,14,39.33300000000001
Lagos Mainland,3,64,125.37,group7_others,excellent,17,40.118399999999994
FCT & Environs,2,64,106.63,group6_transsion,good,18,31.989000000000004
South East and Delta,8,128,141.09,group6_transsion,good,12,59.25780000000001
West,4,64,67.48,group7_others,excellent,2,30.366
Lagos Mainland,8,256,215.55,group6_transsion,good,35,47.421
Lagos Mainland,6,128,395.18,group4_samsung_midrange,excellent,24,142.2648
Lagos Mainland,6,128,395.18,group4_samsung_midrange,excellent,24,142.2648
Lagos Mainland,6,128,395.18,group4_samsung_midrange,excellent,24,142.2648
South South,3,64,116.88,group6_transsion,excellent,23,37.401599999999995
South East and Delta,4,64,97.0,group5_samsung_lowend,excellent,5,43.65
South South,4,128,147.33,group6_transsion,good,35,32.4126
South East and Delta,8,256,151.1,group7_others,excellent,4,67.99499999999999
South South,4,128,119.8,group7_others,good,15,35.940000000000005
South East and Delta,8,256,270.81,group6_transsion,excellent,10,121.86449999999999
South South,6,128,155.7,group5_samsung_lowend,excellent,5,70.06499999999998
North,6,128,196.0,group5_samsung_lowend,good,40,29.400000000000006
South South,2,32,37.63,group7_others,good,21,11.289000000000003
Lagos Mainland,3,64,94.63,group6_transsion,good,42,14.194500000000001
FCT & Environs,4,64,122.16,group6_transsion,excellent,23,39.09119999999999
Lagos Mainland,2,32,89.73,group7_others,good,40,13.459500000000002
South East and Delta,4,64,122.16,group6_transsion,good,23,36.648
FCT & Environs,8,256,196.0,group7_others,good,25,43.12
South East and Delta,4,64,97.0,group5_samsung_lowend,good,5,40.74
South East and Delta,3,64,102.86,group6_transsion,good,13,30.858000000000004
South East and Delta,3,64,108.4,group6_transsion,excellent,44,19.512000000000008
Lagos Mainland,3,32,111.36,group5_samsung_lowend,good,17,33.408
South East and Delta,2,32,68.55,group7_others,excellent,13,21.935999999999996
South East and Delta,4,128,107.49,group7_others,good,1,45.1458
South East and Delta,6,128,196.0,group5_samsung_lowend,good,40,29.400000000000006
FCT & Environs,6,128,209.04,group7_others,good,16,62.71200000000001
West,8,256,215.55,group6_transsion,good,35,47.421
Lagos Mainland,4,128,119.8,group7_others,good,15,35.940000000000005
South East and Delta,8,256,287.0,group4_samsung_midrange,good,3,134.89
FCT & Environs,4,128,107.57,group5_samsung_lowend,good,5,45.1794
South East and Delta,2,64,95.24,group6_transsion,excellent,11,42.858
Lagos Mainland,2,64,136.25,group6_transsion,good,25,29.974999999999998
North,6,128,209.04,group7_others,good,16,62.71200000000001
West,2,64,95.24,group6_transsion,excellent,11,42.858
FCT & Environs,2,32,62.74,group6_transsion,fair,22,17.567200000000003
South South,8,256,1049.99,group2_samsung_premium,good,31,304.49710000000005
Lagos Mainland,4,64,150.0,group5_samsung_lowend,good,17,45.00000000000001
South East and Delta,2,64,83.74,group7_others,good,17,25.122000000000003
Lagos Mainland,8,256,194.43,group6_transsion,good,12,81.66060000000002
FCT & Environs,8,256,270.38,group7_others,good,24,81.114
FCT & Environs,12,256,442.53,group6_transsion,good,9,185.86260000000001
West,3,64,131.76,group6_transsion,excellent,19,42.16319999999999
South East and Delta,4,64,97.0,group5_samsung_lowend,good,5,40.74
South East and Delta,4,128,176.34,group6_transsion,good,22,52.90200000000001
South East and Delta,2,64,136.25,group6_transsion,good,25,29.974999999999998
South East and Delta,4,64,129.7,group6_transsion,good,44,19.455000000000002
South South,8,128,154.24,group6_transsion,good,12,64.78080000000001
South East and Delta,8,128,118.24,group6_transsion,good,10,49.6608
FCT & Environs,4,128,137.71,group5_samsung_lowend,good,16,41.31300000000001
South East and Delta,4,128,200.0,group5_samsung_lowend,good,12,84.00000000000001
South East and Delta,4,128,200.0,group5_samsung_lowend,excellent,12,89.99999999999999
FCT & Environs,3,32,115.85,group7_others,good,40,17.3775
South East and Delta,4,64,150.0,group5_samsung_lowend,excellent,17,47.99999999999999
Lagos Mainland,4,128,155.59,group6_transsion,fair,32,31.117999999999995
South South,3,64,102.86,group6_transsion,good,13,30.858000000000004
FCT & Environs,4,64,190.0,group5_samsung_lowend,fair,40,24.7
South South,4,64,97.0,group5_samsung_lowend,good,5,40.74
Lagos Mainland,8,256,185.03,group6_transsion,good,10,77.71260000000001
South East and Delta,4,64,190.0,group5_samsung_lowend,good,46,28.500000000000004
South East and Delta,4,128,107.57,group5_samsung_lowend,good,5,45.1794
South East and Delta,2,64,106.63,group6_transsion,excellent,18,34.121599999999994
Lagos Mainland,3,32,130.0,group5_samsung_lowend,good,28,28.599999999999998
Lagos Mainland,8,256,1049.99,group2_samsung_premium,good,26,304.49710000000005
Lagos Mainland,4,128,200.0,group5_samsung_lowend,good,12,84.00000000000001
South South,6,128,195.0,group7_others,good,6,81.9
Lagos Mainland,4,128,200.0,group5_samsung_lowend,excellent,14,63.99999999999999
South South,8,256,148.81,group6_transsion,good,3,62.50020000000001
West,8,256,1250.0,group2_samsung_premium,good,13,462.5
South East and Delta,4,128,107.57,group5_samsung_lowend,good,5,45.1794
South East and Delta,4,128,189.0,group6_transsion,good,29,41.58
South East and Delta,2,32,80.69,group6_transsion,good,28,17.751799999999996
South East and Delta,4,128,289.0,group4_samsung_midrange,excellent,25,80.92
West,4,128,297.16,group6_transsion,excellent,12,133.722
South South,8,128,214.16,group6_transsion,good,43,32.124
Lagos Mainland,4,64,155.25,group6_transsion,excellent,19,49.67999999999999
South East and Delta,4,128,189.0,group6_transsion,good,29,41.58
South East and Delta,8,256,257.35,group6_transsion,good,3,108.08700000000002
South East and Delta,2,32,100.54,group7_others,good,24,30.162000000000006
Lagos Mainland,8,256,534.35,group6_transsion,good,15,160.30500000000004
South East and Delta,4,128,129.77,group6_transsion,excellent,12,58.396499999999996
South East and Delta,2,32,83.83,group6_transsion,excellent,29,21.7958
FCT & Environs,8,256,1049.99,group2_samsung_premium,fair,31,272.9974
FCT & Environs,8,256,1049.99,group2_samsung_premium,fair,31,272.9974
South South,2,32,79.96,group7_others,excellent,35,20.7896
West,2,64,136.25,group6_transsion,excellent,25,35.425000000000004
South South,12,256,1799.0,group2_samsung_premium,good,19,665.63
FCT & Environs,12,256,1249.0,group2_samsung_premium,fair,25,324.74
Lagos Island,4,128,289.0,group4_samsung_midrange,good,25,72.25
South East and Delta,2,32,95.21,group6_transsion,good,34,20.946199999999997
South East and Delta,2,64,104.35,group6_transsion,fair,31,20.869999999999994
Lagos Mainland,4,128,191.3,group5_samsung_lowend,good,20,57.390000000000015
FCT & Environs,3,64,131.76,group6_transsion,good,19,39.528000000000006
FCT & Environs,6,128,196.0,group5_samsung_lowend,fair,40,25.48
South East and Delta,3,64,215.65,group7_others,excellent,15,69.008
FCT & Environs,8,128,800.0,group3_samsung_highend,fair,13,272.0
North,4,64,131.0,group6_transsion,good,28,28.819999999999997
Lagos Mainland,4,128,176.34,group6_transsion,good,23,52.90200000000001
FCT & Environs,4,128,128.93,group6_transsion,good,31,28.3646
Lagos Mainland,4,64,139.0,group5_samsung_lowend,fair,33,27.799999999999994
South South,2,64,102.87,group6_transsion,excellent,12,46.2915
West,4,64,119.85,group6_transsion,good,34,26.366999999999997
South South,2,64,136.25,group6_transsion,good,25,29.974999999999998
